0,20,-88
1,20,-87
2,20,-86
3,20,-85
4,20,-84
5,20,-83
6,20,-82
7,20,-81
8,20,-80
9,20,-79
10,20,-78
11,20,-77
12,20,-76
13,20,-75
14,20,-74
15,20,-73
16,20,-72
17,20,-71
18,21,-88
19,21,-87
20,21,-86
21,21,-85
22,21,-84
23,21,-83
24,21,-82
25,21,-81
26,21,-80
27,21,-79
28,21,-78
29,21,-77
30,21,-76
31,21,-75
32,21,-74
33,21,-73
34,21,-72
35,21,-71
36,22,-88
37,22,-87
38,22,-86
39,22,-85
40,22,-84
41,22,-83
42,22,-82
43,22,-81
44,22,-80
45,22,-79
46,22,-78
47,22,-77
48,22,-76
49,22,-75
50,22,-74
51,22,-73
52,22,-72
53,22,-71
54,23,-88
55,23,-87
56,23,-86
57,23,-85
58,23,-84
59,23,-83
60,23,-82
61,23,-81
62,23,-80
63,23,-79
64,23,-78
65,23,-77
66,23,-76
67,23,-75
68,23,-74
69,23,-73
70,23,-72
71,23,-71
72,24,-88
73,24,-87
74,24,-86
75,24,-85
76,24,-84
77,24,-83
78,24,-82
79,24,-81
80,24,-80
81,24,-79
82,24,-78
83,24,-77
84,24,-76
85,24,-75
86,24,-74
87,24,-73
88,24,-72
89,24,-71
90,25,-88
91,25,-87
92,25,-86
93,25,-85
94,25,-84
95,25,-83
96,25,-82
97,25,-81
98,25,-80
99,25,-79
100,25,-78
101,25,-77
102,25,-76
103,25,-75
104,25,-74
105,25,-73
106,25,-72
107,25,-71
108,26,-88
109,26,-87
110,26,-86
111,26,-85
112,26,-84
113,26,-83
114,26,-82
115,26,-81
116,26,-80
117,26,-79
118,26,-78
119,26,-77
120,26,-76
121,26,-75
122,26,-74
123,26,-73
124,26,-72
125,26,-71
126,27,-88
127,27,-87
128,27,-86
129,27,-85
130,27,-84
131,27,-83
132,27,-82
133,27,-81
134,27,-80
135,27,-79
136,27,-78
137,27,-77
138,27,-76
139,27,-75
140,27,-74
141,27,-73
142,27,-72
143,27,-71
144,28,-88
145,28,-87
146,28,-86
147,28,-85
148,28,-84
149,28,-83
150,28,-82
151,28,-81
152,28,-80
153,28,-79
154,28,-78
155,28,-77
156,28,-76
157,28,-75
158,28,-74
159,28,-73
160,28,-72
161,28,-71
162,29,-88
163,29,-87
164,29,-86
165,29,-85
166,29,-84
167,29,-83
168,29,-82
169,29,-81
170,29,-80
171,29,-79
172,29,-78
173,29,-77
174,29,-76
175,29,-75
176,29,-74
177,29,-73
178,29,-72
179,29,-71
180,30,-88
181,30,-87
182,30,-86
183,30,-85
184,30,-84
185,30,-83
186,30,-82
187,30,-81
188,30,-80
189,30,-79
190,30,-78
191,30,-77
192,30,-76
193,30,-75
194,30,-74
195,30,-73
196,30,-72
197,30,-71
198,31,-88
199,31,-87
200,31,-86
201,31,-85
202,31,-84
203,31,-83
204,31,-82
205,31,-81
206,31,-80
207,31,-79
208,31,-78
209,31,-77
210,31,-76
211,31,-75
212,31,-74
213,31,-73
214,31,-72
215,31,-71
